sub_region,country,drug,year,wholesale_price,retail_price
Western and Central Europe,Spain,Cocaine,1995,41322.0,91.0
Western and Central Europe,Spain,Cocaine,1996,38760.0,72.0
Western and Central Europe,Spain,Cocaine,1997,36806.0,68.0
Western and Central Europe,Spain,Cocaine,1998,38924.0,68.0
Western and Central Europe,Spain,Cocaine,1999,38898.0,63.0
Western and Central Europe,Spain,Cocaine,2000,30882.0,52.0
Western and Central Europe,Spain,Cocaine,2001,38898.0,52.0
Western and Central Europe,Spain,Cocaine,2002,31511.0,56.0
Western and Central Europe,Spain,Cocaine,2003,38830.0,70.0
Western and Central Europe,Spain,Cocaine,2004,42167.0,76.0
Western and Central Europe,Spain,Cocaine,2005,41321.0,76.0
Western and Central Europe,Spain,Cocaine,2006,41210.0,76.0
Western and Central Europe,Spain,Cocaine,2007,46274.0,83.0
Western and Central Europe,Spain,Cocaine,2008,48709.0,89.0
Western and Central Europe,Spain,Cocaine,2009,45941.0,83.0
Western and Central Europe,Spain,Cocaine,2010,45034.0,79.0
Western and Central Europe,Spain,Cocaine,2011,47877.0,82.0
Western and Central Europe,Spain,Cocaine,2012,43909.0,76.0
Western and Central Europe,Spain,Cocaine,2013,44756.0,77.0
Western and Central Europe,Spain,Cocaine,2014,44857.0,76.0
Western and Central Europe,Spain,Cocaine,2015,37603.0,64.0
Western and Central Europe,Spain,Cocaine,2016,38586.0,64.0
Western and Central Europe,Spain,Cocaine,2017,39747.0,67.0
Western and Central Europe,Spain,Cocaine,2018,40150.0,70.0
Western and Central Europe,Spain,Cocaine,2019,38076.15,67.0
Western and Central Europe,Spain,Cocaine,2020,40726.65,67.0
Western and Central Europe,Spain,Heroin,1990,160000.0,175.0
Western and Central Europe,Spain,Heroin,1991,125000.0,185.0
Western and Central Europe,Spain,Heroin,1992,122500.0,180.0
Western and Central Europe,Spain,Heroin,1993,91000.0,126.0
Western and Central Europe,Spain,Heroin,1994,74418.0,132.0
Western and Central Europe,Spain,Heroin,1995,79880.0,120.0
Western and Central Europe,Spain,Heroin,1996,84395.0,112.0
Western and Central Europe,Spain,Heroin,1997,63880.0,88.0
Western and Central Europe,Spain,Heroin,1998,52755.0,82.0
Western and Central Europe,Spain,Heroin,1999,53820.0,75.0
Western and Central Europe,Spain,Heroin,2000,43596.0,59.0
Western and Central Europe,Spain,Heroin,2001,32000.0,57.0
Western and Central Europe,Spain,Heroin,2002,41202.0,61.0
Western and Central Europe,Spain,Heroin,2003,48420.0,75.0
Western and Central Europe,Spain,Heroin,2004,46350.0,81.0
Western and Central Europe,Spain,Heroin,2005,47055.0,80.0
Western and Central Europe,Spain,Heroin,2006,47371.0,78.0
Western and Central Europe,Spain,Heroin,2007,47671.0,86.0
Western and Central Europe,Spain,Heroin,2008,50697.0,92.0
Western and Central Europe,Spain,Heroin,2009,46621.0,86.0
Western and Central Europe,Spain,Heroin,2010,43993.0,80.0
Western and Central Europe,Spain,Heroin,2011,44530.0,83.0
Western and Central Europe,Spain,Heroin,2012,42110.0,76.0
Western and Central Europe,Spain,Heroin,2013,42012.0,76.0
Western and Central Europe,Spain,Heroin,2014,38807.0,75.0
Western and Central Europe,Spain,Heroin,2015,35138.0,63.0
Western and Central Europe,Spain,Heroin,2016,35755.0,64.0
Western and Central Europe,Spain,Heroin,2017,34624.0,64.0
Western and Central Europe,Spain,Heroin,2018,36681.0,69.0
Western and Central Europe,Spain,Heroin,2019,34529.68,66.0
Western and Central Europe,Spain,Heroin,2020,36029.61,66.0
Western and Central Europe,Sweden,Cocaine,1990,80000.0,160.0
Western and Central Europe,Sweden,Cocaine,1991,85000.0,152.0
Western and Central Europe,Sweden,Cocaine,1992,91375.0,183.0
Western and Central Europe,Sweden,Cocaine,1993,61450.0,123.0
Western and Central Europe,Sweden,Cocaine,1994,73825.0,148.0
Western and Central Europe,Sweden,Cocaine,1995,55556.0,118.0
Western and Central Europe,Sweden,Cocaine,1996,59255.0,118.0
Western and Central Europe,Sweden,Cocaine,1997,45573.0,98.0
Western and Central Europe,Sweden,Cocaine,1998,50484.0,88.0
Western and Central Europe,Sweden,Cocaine,1999,48508.0,97.0
Western and Central Europe,Sweden,Cocaine,2000,38394.0,77.0
Western and Central Europe,Sweden,Cocaine,2001,34693.0,79.0
Western and Central Europe,Sweden,Cocaine,2002,35763.0,87.0
Western and Central Europe,Sweden,Cocaine,2003,43130.0,99.0
Western and Central Europe,Sweden,Cocaine,2004,39560.0,93.0
Western and Central Europe,Sweden,Cocaine,2005,40068.0,92.0
Western and Central Europe,Sweden,Cocaine,2006,39270.0,101.0
Western and Central Europe,Sweden,Cocaine,2007,51883.0,96.0
Western and Central Europe,Sweden,Cocaine,2008,72844.0,138.0
Western and Central Europe,Sweden,Cocaine,2009,45459.0,104.0
Western and Central Europe,Sweden,Cocaine,2010,48382.0,111.0
Western and Central Europe,Sweden,Cocaine,2011,54494.0,125.0
Western and Central Europe,Sweden,Cocaine,2012,51620.0,147.0
Western and Central Europe,Sweden,Cocaine,2013,53159.0,139.0
Western and Central Europe,Sweden,Cocaine,2014,43938.0,127.0
Western and Central Europe,Sweden,Cocaine,2015,59744.0,108.0
Western and Central Europe,Sweden,Cocaine,2016,46860.0,117.0
Western and Central Europe,Sweden,Cocaine,2017,46604.0,105.0
Western and Central Europe,Sweden,Cocaine,2018,40262.0,115.0
Western and Central Europe,Sweden,Cocaine,2019,38107.34,85.0
Western and Central Europe,Sweden,Cocaine,2020,46060.47,97.54
Western and Central Europe,Sweden,Heroin,1990,140000.0,225.0
Western and Central Europe,Sweden,Heroin,1991,130000.0,210.0
Western and Central Europe,Sweden,Heroin,1992,115000.0,195.0
Western and Central Europe,Sweden,Heroin,1993,95000.0,180.0
Western and Central Europe,Sweden,Heroin,1994,117625.0,165.0
Western and Central Europe,Sweden,Heroin,1995,62655.0,337.0
Western and Central Europe,Sweden,Heroin,1996,64829.0,346.0
Western and Central Europe,Sweden,Heroin,1997,65771.0,135.0
Western and Central Europe,Sweden,Heroin,1998,63190.0,130.0
Western and Central Europe,Sweden,Heroin,1999,61022.0,126.0
Western and Central Europe,Sweden,Heroin,2000,41626.0,113.0
Western and Central Europe,Sweden,Heroin,2001,33702.0,129.0
Western and Central Europe,Sweden,Heroin,2002,34738.0,133.0
Western and Central Europe,Sweden,Heroin,2003,41900.0,128.0
Western and Central Europe,Sweden,Heroin,2004,31648.0,119.0
Western and Central Europe,Sweden,Heroin,2005,35970.0,149.0
Western and Central Europe,Sweden,Heroin,2006,35970.0,138.0
Western and Central Europe,Sweden,Heroin,2007,37059.0,185.0
Western and Central Europe,Sweden,Heroin,2008,38339.0,234.0
Western and Central Europe,Sweden,Heroin,2009,32471.0,201.0
Western and Central Europe,Sweden,Heroin,2010,41471.0,214.0
Western and Central Europe,Sweden,Heroin,2011,54494.0,272.0
Western and Central Europe,Sweden,Heroin,2012,44246.0,306.0
Western and Central Europe,Sweden,Heroin,2013,46225.0,169.0
Western and Central Europe,Sweden,Heroin,2014,41447.0,127.0
Western and Central Europe,Sweden,Heroin,2015,41447.0,135.0
Western and Central Europe,Sweden,Heroin,2016,41447.0,117.0
Western and Central Europe,Sweden,Heroin,2017,41447.0,73.0
Western and Central Europe,Sweden,Heroin,2018,41447.0,89.0
Western and Central Europe,Sweden,Heroin,2019,41447.0,95.0
Western and Central Europe,Sweden,Heroin,2020,37932.16,86.7
Western and Central Europe,Switzerland,Cocaine,1990,63900.0,178.0
Western and Central Europe,Switzerland,Cocaine,1991,94250.0,144.0
Western and Central Europe,Switzerland,Cocaine,1992,116250.0,188.0
Western and Central Europe,Switzerland,Cocaine,1993,50847.0,136.0
Western and Central Europe,Switzerland,Cocaine,1994,72012.0,146.0
Western and Central Europe,Switzerland,Cocaine,1995,75949.0,148.0
Western and Central Europe,Switzerland,Cocaine,1996,51587.0,127.0
Western and Central Europe,Switzerland,Cocaine,1997,40780.0,117.0
Western and Central Europe,Switzerland,Cocaine,1998,41152.0,110.0
Western and Central Europe,Switzerland,Cocaine,1999,41000.0,109.0
Western and Central Europe,Switzerland,Cocaine,2000,35482.0,77.0
Western and Central Europe,Switzerland,Cocaine,2001,23392.0,69.0
Western and Central Europe,Switzerland,Cocaine,2002,19274.0,74.0
Western and Central Europe,Switzerland,Cocaine,2003,37230.0,89.0
Western and Central Europe,Switzerland,Cocaine,2004,44008.0,86.0
Western and Central Europe,Switzerland,Cocaine,2005,44008.0,86.0
Western and Central Europe,Switzerland,Cocaine,2006,41090.0,74.0
Western and Central Europe,Switzerland,Cocaine,2007,44351.0,75.0
Western and Central Europe,Switzerland,Cocaine,2008,49307.0,65.0
Western and Central Europe,Switzerland,Cocaine,2009,50379.0,82.0
Western and Central Europe,Switzerland,Cocaine,2010,52554.0,96.0
Western and Central Europe,Switzerland,Cocaine,2011,58950.0,102.0
Western and Central Europe,Switzerland,Cocaine,2012,55477.0,96.0
Western and Central Europe,Switzerland,Cocaine,2013,58625.0,99.0
Western and Central Europe,Switzerland,Cocaine,2014,52685.0,78.0
Western and Central Europe,Switzerland,Cocaine,2015,52472.0,78.0
Western and Central Europe,Switzerland,Cocaine,2016,52472.0,78.0
Western and Central Europe,Switzerland,Cocaine,2017,52472.0,78.0
Western and Central Europe,Switzerland,Cocaine,2018,52472.0,78.0
Western and Central Europe,Switzerland,Cocaine,2019,52472.0,78.0
Western and Central Europe,Switzerland,Cocaine,2020,52472.0,78.0
